Kode HS,Deskripsi HS,Negara Tujuan Ekspor,Periode,Berat (Kg),Nilai (USD)
30049079,Anthelminti containing piperazine or mebendazole (INN)  for Herbal medicaments,Singapura,201902,10530.28,144047.73
30049079,Anthelminti containing piperazine or mebendazole (INN)  for Herbal medicaments,Singapura,201903,3556.8,102692.906
30049079,Anthelminti containing piperazine or mebendazole (INN)  for Herbal medicaments,Singapura,201904,2179.26,134591.316
30049079,Anthelminti containing piperazine or mebendazole (INN)  for Herbal medicaments,Singapura,201905,760.92,91207.354
30049079,Anthelminti containing piperazine or mebendazole (INN)  for Herbal medicaments,Singapura,201906,1985.92,103956.68
30049079,Anthelminti containing piperazine or mebendazole (INN)  for Herbal medicaments,Singapura,201907,5030.5,168820.082
30049079,Anthelminti containing piperazine or mebendazole (INN)  for Herbal medicaments,Singapura,201908,5593.89,132084.643
30049079,Anthelminti containing piperazine or mebendazole (INN)  for Herbal medicaments,Singapura,201909,5278.77,168884.216
30049079,Anthelminti containing piperazine or mebendazole (INN)  for Herbal medicaments,Singapura,201910,6814.11,151502.43
30049079,Anthelminti containing piperazine or mebendazole (INN)  for Herbal medicaments,Singapura,201911,4928.87,195003.398
30049079,Anthelminti containing piperazine or mebendazole (INN)  for Herbal medicaments,Singapura,201912,7126.05,175147.38
30049079,Anthelminti containing piperazine or mebendazole (INN)  for Herbal medicaments,Singapura,202001,10013.07,319840.892
30049079,Anthelminti containing piperazine or mebendazole (INN)  for Herbal medicaments,Singapura,202002,350.73,34924.824
30049079,Anthelminti containing piperazine or mebendazole (INN)  for Herbal medicaments,Singapura,202003,9573.97,389735.324
30049079,Anthelminti containing piperazine or mebendazole (INN)  for Herbal medicaments,Singapura,202004,10920.4,157032.403
30049079,Anthelminti containing piperazine or mebendazole (INN)  for Herbal medicaments,Singapura,202005,3400.73,138846.088
30049079,Anthelminti containing piperazine or mebendazole (INN)  for Herbal medicaments,Singapura,202006,3706.66,142266.554
30049079,Anthelminti containing piperazine or mebendazole (INN)  for Herbal medicaments,Singapura,202007,14652.3,409146.315
30049082,Other medicaments for the treatment of  HIV/AIDS ,Cina,202001,1.215,4450.029
30049082,Other medicaments for the treatment of  HIV/AIDS ,Hongkong,201904,5.885,1097.561
30049082,Other medicaments for the treatment of  HIV/AIDS ,Korea Selatan,201912,69.3,11796.153
30049082,Other medicaments for the treatment of  HIV/AIDS ,Korea Selatan,202001,87.18,79587.008
30049082,Other medicaments for the treatment of  HIV/AIDS ,Korea Selatan,202002,121.226,460722.026
30049082,Other medicaments for the treatment of  HIV/AIDS ,Korea Selatan,202004,38.343,37832.763
30049082,Other medicaments for the treatment of  HIV/AIDS ,Korea Selatan,202005,1174.886,544572.625
30049082,Other medicaments for the treatment of  HIV/AIDS ,Korea Selatan,202006,92.708,337857.233
30049082,Other medicaments for the treatment of  HIV/AIDS ,Korea Selatan,202007,69.374,249211.017
30049082,Other medicaments for the treatment of  HIV/AIDS ,Malaysia,201903,279.106,1174433.741
30049082,Other medicaments for the treatment of  HIV/AIDS ,Malaysia,201905,24.948,4117.23
30049082,Other medicaments for the treatment of  HIV/AIDS ,Malaysia,201906,240.038,1010043.112
30049082,Other medicaments for the treatment of  HIV/AIDS ,Malaysia,202001,353.039,1334931.295
30049082,Other medicaments for the treatment of  HIV/AIDS ,Malaysia,202003,152.8,422100.103
30049082,Other medicaments for the treatment of  HIV/AIDS ,Malaysia,202006,159.242,537146.489
30049082,Other medicaments for the treatment of  HIV/AIDS ,Selandia Baru,201907,99.3,450453.465
30049082,Other medicaments for the treatment of  HIV/AIDS ,Singapura,201901,390.163,1113689.723
30049082,Other medicaments for the treatment of  HIV/AIDS ,Singapura,201904,367.711,1741545.841
30049082,Other medicaments for the treatment of  HIV/AIDS ,Singapura,201905,321.438,692569.812
30049082,Other medicaments for the treatment of  HIV/AIDS ,Singapura,201906,421.089,336170.311
30049082,Other medicaments for the treatment of  HIV/AIDS ,Singapura,201907,674.736,1273033.15
30049082,Other medicaments for the treatment of  HIV/AIDS ,Singapura,201908,1041.329,4066182.952
30049082,Other medicaments for the treatment of  HIV/AIDS ,Singapura,201909,352.686,860179.016
30049082,Other medicaments for the treatment of  HIV/AIDS ,Singapura,201910,323.893,752160.842
30049082,Other medicaments for the treatment of  HIV/AIDS ,Singapura,201911,605.585,1963075.977
30049082,Other medicaments for the treatment of  HIV/AIDS ,Singapura,201912,60.176,230137.812
30049082,Other medicaments for the treatment of  HIV/AIDS ,Singapura,202001,394.811,1274807.657
30049082,Other medicaments for the treatment of  HIV/AIDS ,Singapura,202002,143.205,513422.22
30049082,Other medicaments for the treatment of  HIV/AIDS ,Singapura,202003,344.148,1026773.287
30049082,Other medicaments for the treatment of  HIV/AIDS ,Singapura,202004,567.736,1054179.898
30049082,Other medicaments for the treatment of  HIV/AIDS ,Singapura,202005,193.694,577337.607
30049082,Other medicaments for the treatment of  HIV/AIDS ,Singapura,202006,456.838,1840500.959
30049082,Other medicaments for the treatment of  HIV/AIDS ,Singapura,202007,415.476,863026.287
30049082,Other medicaments for the treatment of  HIV/AIDS ,Thailand,202004,112.128,15985.698
30049082,Other medicaments for the treatment of  HIV/AIDS ,Thailand,202005,31.393,4759.765
30049082,Other medicaments for the treatment of  HIV/AIDS ,Thailand,202006,174.775,27685.709
30049082,Other medicaments for the treatment of  HIV/AIDS ,Thailand,202007,109.286,17064.49
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Amerika Serikat,202003,12,27009.36
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Cina,202004,124.4,2144.847
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Cina,202006,2,31.334
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Hongkong,201902,310.04,77434.15
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Hongkong,201904,191.4,44142.07
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Hongkong,201905,27,6478.93
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Hongkong,201906,651.3,159943.38
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Hongkong,201908,934.4,213956.16
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Hongkong,201909,54,13067.22
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Hongkong,201910,211.5,18895.17
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Hongkong,201912,783.4,193390.88
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Hongkong,202001,211.5,26856.55
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Hongkong,202002,744.6,175272.96
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Hongkong,202003,196.2,27952.89
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Hongkong,202005,471.3,98020.93
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Hongkong,202006,337.8,76703.7
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Inggris,201910,4455,131530.56
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Inggris,201912,6250,155817.41
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Inggris,202002,7052,179971.89
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Inggris,202003,6677,180043.08
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Inggris,202004,8349,205516.09
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Jepang,201910,6117,176229.011
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Jerman,201902,21.5,50
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Jerman,201905,75,50
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Kamboja,201912,5.5,1674.36
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Kamboja,202003,25,8586.92
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Kamboja,202006,20,6641.33
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Korea Selatan,201903,15,4032
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Malaysia,201901,1063.17,103572.03
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Malaysia,201902,40,12520.33
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Malaysia,201904,1454.3,104608.62
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Malaysia,201905,1110.4,138660.26
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Malaysia,201906,974.4,82461.98
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Malaysia,201907,145.98,59094.96
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Malaysia,201908,561.4,41887.41
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Malaysia,201909,2094.9,274319.64
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Malaysia,201910,69.2,28840.29
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Malaysia,201911,740.5,65068.38
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Malaysia,201912,2270.7,338355.31
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Malaysia,202001,749.2,55903.78
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Malaysia,202002,983.4,73685.4
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Malaysia,202004,515.2,37593.14
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Malaysia,202005,362.1,70854.76
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Malaysia,202006,1444.2,135239.18
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Malaysia,202007,790.7,58165.24
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Myanmar ,201905,104.64,27993.6
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Myanmar ,201910,41,14015.27
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Myanmar ,202007,104.8,27993.6
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Philipina,201901,2548,152764.734
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Philipina,201903,1273,75473.586
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Philipina,201904,354,27574.425
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Philipina,201906,1269.001,75298.787
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Philipina,201908,1280,74766.961
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Philipina,201909,3812,220214.802
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Philipina,201910,1274.001,73804.928
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Philipina,201911,2141.998,176534.257
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Philipina,202001,2555.997,148898.796
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Philipina,202002,2552.001,175064.268
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Philipina,202004,2542.002,173713.348
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Polandia,201907,5480,135040.766
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Polandia,201909,5160,130709.034
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Polandia,201910,16287,423732.666
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Polandia,201911,26060,662642.103
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Polandia,201912,3655,100751.51
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Polandia,202003,5722,175491.161
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Polandia,202004,11464.7,346875.158
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Polandia,202005,16800.2,450749.788
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Polandia,202007,7476,232083.057
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Singapura,201901,235.1,74183.653
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Singapura,201903,67.2,9675.691
30049089,Oth medicaments for other intractable diseases oth than HIV/AIDS,Singapura,201904,498.87,159195.634
